id,name,category,purchase_date,value,depreciation_rate,status,created_at
591,Try Asset,Furniture,2024-09-11,56517.75,25.0,Active,2020-11-28T15:15:14
592,List Asset,Vehicles,2017-10-23,37621.42,15.0,Active,2016-10-07T17:19:55
593,Major Asset,IT Equipment,2023-10-22,24386.75,5.0,Retired,2017-11-24T06:28:51
594,Far Asset,Furniture,2019-05-30,1867.56,25.0,Retired,2016-01-24T16:32:53
595,Loss Asset,Vehicles,2019-08-24,69004.76,5.0,Retired,2021-03-10T21:38:53
596,Step Asset,Furniture,2018-02-25,63898.92,15.0,Disposed,2025-03-29T10:55:45
597,Author Asset,Tools,2024-10-14,47485.05,10.0,Retired,2019-06-10T11:17:21
598,Politics Asset,IT Equipment,2025-08-07,8877.73,30.0,Retired,2019-11-27T14:53:15
599,Sort Asset,Office Equipment,2017-12-16,58329.89,20.0,Disposed,2020-10-20T11:06:22
600,Middle Asset,Furniture,2020-09-30,53534.19,5.0,Disposed,2023-08-24T22:20:08
601,Receive Asset,Office Equipment,2019-12-15,45804.17,15.0,Active,2022-06-20T12:57:43
602,As Asset,Office Equipment,2023-06-23,1097.19,5.0,Active,2018-07-13T05:59:05
603,Involve Asset,Vehicles,2019-05-25,65200.09,20.0,Disposed,2016-03-25T21:06:52
604,Discover Asset,IT Equipment,2016-12-19,66513.13,15.0,Disposed,2022-09-29T21:25:25
605,Particular Asset,Office Equipment,2016-10-02,36384.28,15.0,Retired,2021-12-31T16:33:25
606,Still Asset,Office Equipment,2022-07-13,13482.64,15.0,Retired,2022-01-14T06:00:06
607,Feeling Asset,Tools,2025-09-21,48174.37,10.0,Disposed,2016-01-11T18:46:28
608,Head Asset,Office Equipment,2025-03-14,29234.29,15.0,Retired,2021-06-27T11:03:32
609,Law Asset,Vehicles,2018-09-11,22462.75,5.0,Active,2019-02-04T11:55:13
610,Thank Asset,Tools,2016-03-02,38959.07,5.0,Retired,2017-06-28T04:19:14
611,Hotel Asset,Office Equipment,2017-02-26,882.83,25.0,Disposed,2021-04-02T10:54:20
612,Operation Asset,Vehicles,2016-02-11,13845.81,30.0,Disposed,2022-03-11T01:03:02
613,Miss Asset,Vehicles,2017-05-04,23186.70,20.0,Active,2025-01-29T04:56:33
614,City Asset,Tools,2024-04-14,36078.57,15.0,Disposed,2016-08-02T23:43:51
615,Side Asset,Office Equipment,2018-06-08,44318.03,15.0,Retired,2017-12-11T12:26:37
616,Can Asset,Office Equipment,2022-07-19,57304.34,25.0,Retired,2024-10-05T20:17:35
617,Individual Asset,Furniture,2016-09-14,14995.69,10.0,Retired,2019-05-21T18:11:23
618,Simply Asset,Tools,2022-05-02,59503.61,15.0,Disposed,2018-04-25T12:30:25
619,Bank Asset,IT Equipment,2021-07-03,3886.59,10.0,Disposed,2017-12-07T14:37:18
620,Case Asset,IT Equipment,2022-03-15,48718.98,30.0,Retired,2022-07-08T21:05:31
621,Husband Asset,Vehicles,2021-09-12,47625.30,20.0,Disposed,2018-08-15T05:47:30
622,Animal Asset,Furniture,2016-11-17,62036.00,10.0,Disposed,2019-07-25T03:55:38
623,Job Asset,Furniture,2019-11-30,30326.37,25.0,Disposed,2022-12-30T02:19:25
624,Represent Asset,Vehicles,2024-10-04,70403.61,15.0,Disposed,2021-05-20T02:49:40
625,Cultural Asset,IT Equipment,2018-07-22,21552.89,20.0,Active,2024-01-19T03:56:42
626,Wide Asset,IT Equipment,2016-08-23,45565.34,15.0,Active,2019-07-01T16:29:20
627,Sport Asset,Office Equipment,2020-04-01,9255.10,10.0,Active,2023-08-18T02:02:56
628,Never Asset,IT Equipment,2024-07-14,8518.27,30.0,Active,2016-08-15T18:38:29
629,Analysis Asset,IT Equipment,2018-08-27,59379.10,5.0,Active,2021-02-23T17:12:54
630,Spend Asset,Vehicles,2021-05-03,31146.66,10.0,Active,2025-08-06T10:12:27
631,Development Asset,Tools,2024-07-26,43096.09,20.0,Disposed,2021-04-11T14:12:18
632,Everyone Asset,Office Equipment,2018-03-29,47380.46,20.0,Retired,2016-03-29T15:49:30
633,Thing Asset,Tools,2023-02-25,32394.88,10.0,Retired,2020-01-10T15:34:32
634,Mean Asset,Tools,2018-01-06,10038.56,15.0,Disposed,2016-04-17T21:37:19
635,Sure Asset,Vehicles,2016-04-19,72189.83,5.0,Active,2017-12-03T12:35:33
636,Health Asset,Vehicles,2016-09-26,71647.56,5.0,Disposed,2021-07-19T10:10:32
637,Political Asset,IT Equipment,2021-11-21,20364.70,30.0,Disposed,2023-07-11T14:41:30
638,Challenge Asset,Furniture,2024-12-18,2643.31,15.0,Retired,2023-03-25T21:12:15
639,Eye Asset,Tools,2016-12-01,4466.87,10.0,Retired,2024-04-25T04:12:40
640,Road Asset,Office Equipment,2024-03-11,55924.81,15.0,Retired,2024-02-16T18:40:47
641,Affect Asset,Furniture,2018-01-25,60241.25,15.0,Retired,2019-12-19T09:26:44
642,Want Asset,Vehicles,2020-05-28,51885.59,30.0,Active,2024-03-19T16:10:26
643,Religious Asset,IT Equipment,2024-06-13,32849.94,5.0,Disposed,2025-01-18T05:39:26
644,Sing Asset,Tools,2018-12-13,50981.45,15.0,Active,2016-04-09T05:34:00
645,Garden Asset,IT Equipment,2018-10-01,18383.77,20.0,Disposed,2021-10-15T14:03:24
646,Theory Asset,IT Equipment,2022-01-08,69240.18,5.0,Disposed,2016-06-22T12:18:51
647,Particularly Asset,Tools,2022-11-30,36914.15,5.0,Retired,2020-10-13T18:02:10
648,It Asset,IT Equipment,2022-04-18,54135.14,15.0,Retired,2016-07-22T23:01:22
649,National Asset,Furniture,2018-06-18,20967.68,20.0,Active,2019-05-12T08:52:50
650,Probably Asset,Tools,2019-11-02,46173.63,25.0,Active,2025-10-31T17:38:54
651,Sister Asset,Vehicles,2018-07-28,41412.12,5.0,Active,2018-06-28T04:18:25
652,Dinner Asset,Office Equipment,2019-07-18,58265.78,30.0,Disposed,2024-12-03T22:40:57
653,Relate Asset,Tools,2024-02-25,68698.49,20.0,Disposed,2020-03-01T07:29:04
654,Image Asset,IT Equipment,2016-07-17,55729.27,30.0,Retired,2023-10-13T19:56:55
655,Others Asset,Furniture,2020-05-31,76479.88,10.0,Retired,2021-01-30T01:08:27
656,After Asset,Tools,2025-03-11,4997.05,15.0,Active,2018-10-04T14:24:06
657,Less Asset,Furniture,2025-08-01,19493.58,25.0,Disposed,2019-03-23T06:24:54
658,Able Asset,Vehicles,2023-03-12,72456.34,20.0,Retired,2023-10-31T23:31:14
659,Represent Asset,IT Equipment,2022-06-28,61134.40,20.0,Disposed,2018-05-09T08:09:38
660,Church Asset,Tools,2018-06-09,67256.08,10.0,Active,2025-10-30T18:06:57
661,Fine Asset,Office Equipment,2023-08-14,15208.35,30.0,Active,2022-06-28T02:11:22
662,Maybe Asset,IT Equipment,2018-04-17,76317.42,5.0,Disposed,2016-12-07T17:31:40
663,Six Asset,Furniture,2023-01-08,77184.94,20.0,Disposed,2017-06-22T06:15:09
664,Sport Asset,Office Equipment,2018-10-31,61409.40,30.0,Active,2020-10-25T20:07:32
665,White Asset,Furniture,2018-02-05,49141.82,25.0,Disposed,2020-07-11T00:50:21
666,Use Asset,Tools,2016-11-22,4449.16,30.0,Disposed,2023-06-06T00:28:06
667,Follow Asset,Vehicles,2016-07-01,74602.35,10.0,Disposed,2025-09-29T00:13:58
668,Last Asset,Vehicles,2025-07-17,38635.68,30.0,Disposed,2022-02-21T04:37:41
669,Republican Asset,Tools,2025-04-23,8456.69,10.0,Disposed,2023-07-19T19:21:36
670,Own Asset,IT Equipment,2016-06-30,55232.44,10.0,Active,2018-02-14T09:49:58
671,Usually Asset,Furniture,2025-10-07,1891.39,25.0,Disposed,2016-10-01T11:19:00
672,Work Asset,Office Equipment,2022-12-13,22702.08,15.0,Retired,2016-04-26T04:11:26
673,Mouth Asset,IT Equipment,2016-12-10,43147.93,10.0,Retired,2023-08-18T04:13:30
674,Eight Asset,IT Equipment,2017-12-23,4947.06,25.0,Active,2023-05-15T00:58:29
675,Public Asset,Furniture,2019-03-29,9420.88,20.0,Disposed,2021-01-07T04:41:11
676,Herself Asset,IT Equipment,2018-02-12,66295.59,25.0,Retired,2023-01-08T10:17:44
677,Low Asset,Vehicles,2018-12-28,33290.52,5.0,Active,2017-03-18T06:43:36
678,There Asset,Furniture,2024-11-04,39972.39,20.0,Retired,2017-12-16T17:24:12
679,Note Asset,Tools,2017-04-24,30241.59,5.0,Active,2022-06-08T08:45:17
680,Provide Asset,Office Equipment,2019-05-22,56590.26,25.0,Active,2018-12-12T02:56:34
681,Notice Asset,Vehicles,2016-12-03,38014.02,5.0,Retired,2023-05-09T11:39:59
682,Career Asset,Furniture,2016-09-20,19449.27,10.0,Retired,2024-07-06T04:06:31
683,Summer Asset,Tools,2016-03-01,52360.09,30.0,Disposed,2018-01-24T13:27:58
684,Else Asset,Furniture,2018-02-05,42772.51,5.0,Active,2016-08-17T15:22:44
685,Practice Asset,Office Equipment,2022-01-12,58846.61,25.0,Disposed,2025-01-07T13:55:11
686,Strategy Asset,Office Equipment,2019-01-26,5062.68,30.0,Disposed,2016-10-14T06:08:26
687,Investment Asset,Tools,2019-09-27,64184.01,10.0,Active,2020-12-05T18:59:28
688,Television Asset,Tools,2016-04-01,76873.33,15.0,Retired,2017-03-30T03:23:42
689,Create Asset,Vehicles,2020-01-15,53018.68,20.0,Retired,2017-01-31T21:48:07
690,Class Asset,Furniture,2016-02-03,56339.86,25.0,Retired,2017-01-30T17:47:42
691,Million Asset,Tools,2016-09-04,52835.06,5.0,Retired,2017-07-18T23:16:38
692,Boy Asset,Office Equipment,2021-12-03,73794.29,5.0,Active,2018-05-18T22:30:04
693,Join Asset,Furniture,2023-09-27,53285.20,20.0,Disposed,2024-09-08T21:02:46
694,Cut Asset,IT Equipment,2022-03-15,6959.17,15.0,Active,2020-06-08T05:38:12
695,Cultural Asset,Office Equipment,2017-08-08,1711.86,30.0,Retired,2019-02-14T20:28:22
696,Night Asset,Vehicles,2018-09-22,61402.20,10.0,Retired,2023-01-09T20:26:48
697,Organization Asset,Tools,2017-05-10,61492.75,20.0,Disposed,2020-07-09T03:44:24
698,Administration Asset,Tools,2023-05-27,63070.23,25.0,Retired,2016-02-08T20:14:22
699,Similar Asset,Furniture,2018-08-09,41329.16,25.0,Disposed,2021-05-19T08:44:55
700,Mrs Asset,IT Equipment,2022-11-05,4116.10,20.0,Disposed,2017-09-13T00:30:32
701,Open Asset,Vehicles,2015-11-20,40280.27,5.0,Retired,2023-10-29T01:23:49
702,Sense Asset,IT Equipment,2025-04-02,20955.34,10.0,Retired,2016-07-26T03:27:25
703,Knowledge Asset,Tools,2020-12-17,69242.15,30.0,Retired,2019-05-10T19:54:09
704,Anyone Asset,Office Equipment,2021-10-26,53649.56,15.0,Disposed,2025-07-26T00:05:58
705,Agreement Asset,Furniture,2019-03-05,3459.33,25.0,Active,2019-11-14T16:15:22
706,Will Asset,Office Equipment,2022-10-14,7641.19,10.0,Active,2016-08-03T07:28:32
707,Of Asset,IT Equipment,2017-09-25,5858.75,15.0,Retired,2017-07-09T13:22:34
708,Dog Asset,Furniture,2018-06-28,4387.99,25.0,Active,2023-04-25T12:07:04
709,Relationship Asset,IT Equipment,2021-04-17,74478.19,30.0,Retired,2018-08-10T01:38:22
710,Just Asset,Tools,2021-04-08,24492.20,5.0,Disposed,2017-11-29T01:20:53
711,Last Asset,Vehicles,2019-08-09,60031.51,15.0,Retired,2022-10-20T14:38:16
712,Your Asset,IT Equipment,2022-04-07,54724.27,30.0,Disposed,2022-04-22T14:34:15
713,Capital Asset,Office Equipment,2018-07-01,73629.44,10.0,Active,2021-10-15T04:16:52
714,Score Asset,IT Equipment,2023-09-22,75294.57,5.0,Active,2021-11-13T05:38:50
715,Now Asset,Vehicles,2022-10-06,15779.40,30.0,Active,2019-06-29T17:16:12
716,Away Asset,Office Equipment,2018-02-09,21742.45,10.0,Retired,2024-06-10T17:19:50
717,Two Asset,Furniture,2016-09-04,6593.50,10.0,Disposed,2020-05-24T12:07:46
718,View Asset,Office Equipment,2024-03-27,77174.55,15.0,Retired,2025-02-09T17:04:01
719,Require Asset,Vehicles,2018-11-26,50135.77,25.0,Active,2023-03-25T15:07:30
720,Point Asset,Vehicles,2025-09-24,63723.75,25.0,Retired,2019-09-27T10:32:49
721,Control Asset,Office Equipment,2021-09-27,78808.60,30.0,Retired,2021-04-16T01:55:01
722,Growth Asset,Vehicles,2022-07-13,65860.10,5.0,Retired,2025-07-02T18:23:40
723,Shoulder Asset,Office Equipment,2024-01-09,78521.40,20.0,Active,2025-09-13T06:19:18
724,Music Asset,Furniture,2019-07-27,34702.22,20.0,Disposed,2019-08-12T22:09:51
725,Understand Asset,Furniture,2016-01-11,32836.64,20.0,Active,2024-06-20T12:09:04
726,Option Asset,Vehicles,2025-07-28,21831.25,15.0,Disposed,2016-03-10T14:07:15
727,As Asset,Furniture,2023-07-10,51362.28,25.0,Active,2019-02-26T11:33:29
728,Close Asset,Office Equipment,2022-05-14,42176.73,15.0,Disposed,2017-08-29T03:07:02
729,Have Asset,Furniture,2022-01-10,27307.33,30.0,Retired,2025-01-18T07:49:16
730,Art Asset,Furniture,2020-12-28,47708.85,5.0,Active,2017-09-08T14:39:39
731,War Asset,Office Equipment,2025-07-04,67390.57,10.0,Active,2023-10-01T00:06:46
732,Ten Asset,Furniture,2022-09-24,51323.26,20.0,Disposed,2018-06-26T18:15:39
733,People Asset,Vehicles,2024-05-31,32435.89,20.0,Active,2023-12-30T16:50:45
734,Agreement Asset,IT Equipment,2022-08-02,5681.24,25.0,Disposed,2018-07-30T19:50:23
735,Contain Asset,Vehicles,2016-02-23,65531.81,5.0,Disposed,2016-01-08T02:50:31
736,Collection Asset,IT Equipment,2016-01-14,49208.10,25.0,Active,2017-02-21T01:52:18
737,Your Asset,Furniture,2016-01-28,44338.60,10.0,Disposed,2017-06-21T02:36:04
738,Money Asset,Vehicles,2018-09-24,14414.97,15.0,Disposed,2021-04-13T22:01:12
739,Put Asset,Furniture,2017-10-03,65940.45,10.0,Retired,2021-02-22T22:39:20
740,Within Asset,Office Equipment,2022-07-06,9341.98,20.0,Disposed,2024-04-16T22:07:17
741,Simple Asset,IT Equipment,2022-09-28,55715.84,20.0,Retired,2015-12-06T17:48:52
742,Start Asset,IT Equipment,2017-05-12,25123.89,5.0,Active,2020-08-08T02:50:03
743,Maintain Asset,Tools,2018-04-07,12033.77,10.0,Active,2022-04-09T20:01:23
744,Large Asset,Furniture,2021-09-24,12333.58,10.0,Retired,2018-08-31T13:41:45
745,Wall Asset,Office Equipment,2025-06-27,40899.44,10.0,Retired,2020-12-08T15:36:18
746,Project Asset,Tools,2024-11-20,74004.90,20.0,Active,2019-11-16T14:37:39
747,Radio Asset,Office Equipment,2022-05-31,12065.99,5.0,Disposed,2022-08-22T02:06:50
748,Technology Asset,Office Equipment,2022-03-17,43769.11,10.0,Retired,2016-02-10T10:33:56
749,Address Asset,Vehicles,2020-01-19,30435.07,30.0,Retired,2019-03-24T10:02:36
750,Full Asset,Tools,2021-08-18,6151.43,10.0,Disposed,2022-01-18T16:21:16
751,Will Asset,Tools,2023-02-11,29962.16,15.0,Disposed,2016-05-26T16:25:58
752,Age Asset,Furniture,2018-04-07,46166.12,5.0,Disposed,2023-09-25T19:11:23
753,Soldier Asset,Office Equipment,2024-09-06,66685.43,20.0,Active,2024-07-03T03:46:15
754,Physical Asset,Tools,2024-01-14,42502.47,10.0,Disposed,2020-08-01T23:36:28
755,Tree Asset,Tools,2021-03-08,6509.24,20.0,Disposed,2022-12-12T15:28:51
756,Yourself Asset,IT Equipment,2023-09-15,71896.46,20.0,Retired,2024-01-05T15:32:56
757,Go Asset,Furniture,2023-02-04,7958.78,15.0,Retired,2020-07-04T12:42:32
758,Culture Asset,Office Equipment,2023-07-09,56304.98,30.0,Active,2017-07-22T15:33:08
759,Free Asset,Furniture,2016-07-26,8473.12,25.0,Retired,2018-04-05T09:13:04
760,End Asset,IT Equipment,2015-11-18,2228.73,5.0,Active,2023-09-21T05:47:26
761,Attention Asset,Furniture,2021-02-07,25134.04,10.0,Active,2022-04-06T07:43:41
762,Mouth Asset,IT Equipment,2025-02-16,5120.07,10.0,Retired,2020-09-23T22:37:37
763,View Asset,Furniture,2022-12-07,31540.22,5.0,Active,2018-10-09T01:27:20
764,Hour Asset,Furniture,2020-08-13,24804.83,20.0,Active,2018-09-12T21:13:25
765,Suddenly Asset,Office Equipment,2016-11-03,47465.36,15.0,Retired,2021-07-09T20:47:26
766,Professional Asset,Tools,2023-11-20,21639.08,5.0,Disposed,2021-02-02T14:30:31
767,Instead Asset,Vehicles,2016-08-30,10433.20,25.0,Disposed,2020-05-19T09:52:35
768,Anyone Asset,Office Equipment,2015-11-28,16684.06,15.0,Retired,2017-08-17T08:00:07
769,Large Asset,IT Equipment,2021-12-25,20917.27,5.0,Active,2017-07-13T16:13:20
770,She Asset,Tools,2020-06-07,20073.67,20.0,Retired,2023-02-25T10:24:59
771,Turn Asset,Vehicles,2022-01-07,31990.96,10.0,Retired,2018-10-23T00:26:51
772,Trouble Asset,IT Equipment,2017-12-30,28379.59,5.0,Active,2016-08-15T18:19:50
773,Player Asset,Office Equipment,2022-11-12,51780.73,5.0,Disposed,2018-07-05T18:05:57
774,Meeting Asset,IT Equipment,2017-09-04,23325.07,10.0,Active,2017-08-22T11:10:48
775,Front Asset,IT Equipment,2023-08-17,61782.01,10.0,Retired,2024-07-13T14:01:40
776,Significant Asset,Tools,2022-01-21,3662.16,20.0,Retired,2022-08-24T20:56:45
777,Arrive Asset,Office Equipment,2016-08-03,56041.07,20.0,Retired,2017-10-02T21:45:57
778,Matter Asset,Tools,2016-06-16,7068.58,5.0,Active,2016-12-04T23:48:36
779,Story Asset,Office Equipment,2017-02-26,45178.56,5.0,Disposed,2016-01-08T16:02:42
780,Do Asset,Tools,2025-07-19,77610.44,20.0,Disposed,2020-06-26T18:58:05
781,Career Asset,IT Equipment,2017-10-11,37890.10,25.0,Retired,2021-08-25T04:38:09
782,Worry Asset,Furniture,2020-06-03,65864.01,10.0,Retired,2021-11-11T09:48:54
783,Behind Asset,IT Equipment,2018-01-13,48787.46,25.0,Active,2021-02-04T06:53:30
784,Born Asset,Furniture,2023-06-21,13726.69,15.0,Active,2017-05-06T15:36:10
785,Enough Asset,Tools,2021-10-17,66056.86,30.0,Retired,2019-11-26T21:16:42
786,Bed Asset,Tools,2025-09-19,67459.70,10.0,Active,2025-02-13T12:40:56
787,School Asset,Vehicles,2017-09-24,4476.54,15.0,Retired,2023-03-02T08:22:29
788,Arrive Asset,Tools,2020-02-01,73791.24,20.0,Retired,2018-12-06T06:09:17
789,Both Asset,IT Equipment,2016-01-13,19392.31,15.0,Active,2021-11-11T09:32:36
790,Relate Asset,Vehicles,2016-11-24,413.83,10.0,Active,2023-07-27T12:39:19
791,Drug Asset,Furniture,2020-01-21,49651.94,5.0,Disposed,2019-11-27T09:00:07
792,Tax Asset,Furniture,2017-05-03,36586.02,30.0,Active,2017-02-21T02:15:15
793,Fact Asset,IT Equipment,2016-05-23,7034.37,10.0,Disposed,2020-12-05T00:17:02
794,Two Asset,IT Equipment,2024-03-16,44106.41,30.0,Retired,2023-05-09T09:24:30
795,Style Asset,IT Equipment,2020-11-07,36253.15,30.0,Disposed,2018-07-02T20:37:52
796,Plant Asset,Office Equipment,2015-12-14,43707.09,30.0,Disposed,2016-09-05T02:44:07
797,Inside Asset,Tools,2023-01-29,19808.51,30.0,Disposed,2018-02-22T12:09:16
798,Local Asset,IT Equipment,2022-01-18,7390.84,25.0,Disposed,2025-06-08T03:31:56
799,Everybody Asset,Furniture,2024-07-08,44078.91,15.0,Retired,2016-02-08T20:23:45
800,Watch Asset,IT Equipment,2017-10-11,29498.95,30.0,Retired,2018-04-18T18:22:48
801,Thank Asset,Furniture,2017-06-09,62891.81,5.0,Disposed,2016-11-08T05:54:16
802,Threat Asset,Furniture,2017-09-03,1973.92,15.0,Retired,2020-01-07T01:45:01
803,Activity Asset,Office Equipment,2019-11-30,72166.10,10.0,Disposed,2017-10-13T13:47:27
804,Add Asset,IT Equipment,2020-07-08,3993.78,25.0,Disposed,2021-09-15T20:22:29
805,Senior Asset,Office Equipment,2023-01-04,75801.91,25.0,Active,2019-10-06T13:15:52
806,Fly Asset,Office Equipment,2017-05-01,39985.34,10.0,Retired,2025-02-20T04:55:16
807,Medical Asset,Office Equipment,2021-06-04,300.62,20.0,Disposed,2022-06-29T20:27:40
808,Truth Asset,Vehicles,2024-06-10,72441.68,20.0,Active,2018-03-24T12:08:12
809,May Asset,Vehicles,2018-03-29,48283.09,10.0,Active,2025-03-26T18:51:05
810,Child Asset,Office Equipment,2019-12-11,1022.67,10.0,Disposed,2022-05-04T20:19:31
811,Movie Asset,Furniture,2023-04-23,25619.44,10.0,Active,2023-05-20T12:11:59
812,Nor Asset,Vehicles,2020-05-08,15702.79,25.0,Retired,2017-04-29T04:43:45
813,National Asset,Tools,2023-01-22,55381.02,10.0,Active,2024-02-05T06:15:26
814,Page Asset,Tools,2025-06-17,21225.13,25.0,Retired,2020-05-19T19:48:29
815,Their Asset,Office Equipment,2021-05-28,22127.78,20.0,Disposed,2022-10-15T04:59:13
816,Public Asset,Vehicles,2023-01-01,78294.24,5.0,Retired,2016-01-07T05:11:45
817,Down Asset,Vehicles,2023-06-17,24652.52,30.0,Retired,2022-07-21T13:08:20
818,Painting Asset,Tools,2022-06-27,37491.79,20.0,Active,2021-04-28T18:45:40
819,Chance Asset,IT Equipment,2024-07-24,63884.84,30.0,Disposed,2016-02-20T04:41:29
820,Idea Asset,Vehicles,2021-08-11,66079.27,5.0,Active,2017-11-29T19:17:20
821,Organization Asset,Tools,2025-03-19,2733.54,30.0,Active,2016-11-22T16:46:11
822,Technology Asset,Tools,2025-08-16,17800.01,25.0,Active,2019-11-10T18:51:32
823,Ten Asset,Furniture,2019-01-06,22034.12,25.0,Retired,2024-11-04T11:38:59
824,Imagine Asset,Furniture,2018-03-10,66742.61,25.0,Active,2019-04-25T17:14:25
825,Participant Asset,Vehicles,2020-06-05,73800.05,5.0,Disposed,2022-11-01T06:09:23
826,Score Asset,Furniture,2025-05-28,26772.69,5.0,Retired,2017-12-21T22:43:35
827,Benefit Asset,Office Equipment,2024-09-10,34186.74,20.0,Active,2021-09-16T15:50:05
828,Response Asset,Vehicles,2019-03-26,35136.27,5.0,Active,2018-06-24T22:12:02
829,Similar Asset,Furniture,2020-06-29,79320.00,20.0,Retired,2024-11-08T08:27:34
830,Fly Asset,Tools,2020-05-11,69962.19,30.0,Retired,2024-11-24T18:49:39
831,Science Asset,Furniture,2017-08-10,50434.48,30.0,Disposed,2021-03-06T21:10:10
832,Writer Asset,Tools,2024-05-26,78258.53,10.0,Active,2024-05-27T14:35:05
833,Play Asset,Office Equipment,2025-08-28,33601.12,15.0,Disposed,2016-10-19T07:16:55
834,Society Asset,Furniture,2022-01-18,60131.74,5.0,Retired,2022-06-02T19:40:24
835,Mean Asset,IT Equipment,2018-07-17,70912.45,30.0,Active,2019-02-02T20:05:37
836,Professional Asset,IT Equipment,2023-09-16,47887.15,15.0,Active,2022-09-19T09:08:25
837,During Asset,Office Equipment,2021-03-28,40908.75,30.0,Active,2019-07-21T19:37:11
838,Different Asset,Furniture,2021-04-18,57009.90,10.0,Retired,2021-03-12T00:32:19
839,Police Asset,IT Equipment,2018-12-02,36710.49,5.0,Disposed,2019-12-25T17:07:06
840,Will Asset,Vehicles,2023-05-12,22409.71,30.0,Retired,2019-03-10T12:50:58
841,Audience Asset,Office Equipment,2025-10-27,51937.27,10.0,Retired,2025-02-01T17:59:17
842,Wrong Asset,Furniture,2024-01-24,73084.94,20.0,Disposed,2016-09-20T20:23:50
843,Receive Asset,Vehicles,2017-02-16,76930.70,15.0,Active,2024-01-11T01:31:24
844,Money Asset,Vehicles,2016-01-24,60627.22,10.0,Disposed,2018-03-05T12:15:32
845,Style Asset,Vehicles,2015-12-08,35659.94,10.0,Active,2024-11-15T03:21:29
846,Need Asset,Vehicles,2016-08-31,689.01,30.0,Retired,2023-10-25T05:30:02
847,Girl Asset,Vehicles,2016-12-04,14961.52,5.0,Retired,2025-07-18T00:34:06
848,Tax Asset,Office Equipment,2023-08-02,43807.03,5.0,Disposed,2019-05-20T20:15:48
849,Language Asset,IT Equipment,2022-03-21,1013.72,15.0,Active,2021-07-30T18:15:46
850,Their Asset,Office Equipment,2019-12-16,23141.90,20.0,Active,2025-03-25T20:54:54
851,Through Asset,Vehicles,2021-08-08,40024.51,30.0,Disposed,2025-01-22T14:26:51
852,Poor Asset,Vehicles,2023-03-04,40045.75,20.0,Active,2020-06-14T12:30:46
853,His Asset,Furniture,2024-08-01,14135.91,10.0,Active,2018-04-15T14:04:01
854,Wind Asset,Office Equipment,2018-05-16,37439.66,10.0,Disposed,2020-12-20T14:43:19
855,Money Asset,IT Equipment,2018-07-17,21285.56,25.0,Disposed,2016-07-17T03:52:20
856,Cup Asset,Office Equipment,2021-10-04,22981.98,20.0,Retired,2019-01-30T05:22:48
857,Provide Asset,Vehicles,2020-03-26,51058.27,10.0,Retired,2016-12-22T13:27:00
858,Then Asset,Office Equipment,2017-12-12,45723.24,15.0,Disposed,2025-01-06T05:25:40
859,Card Asset,Office Equipment,2020-12-10,44732.42,30.0,Retired,2023-09-19T12:29:48
860,Husband Asset,Office Equipment,2021-09-13,46209.73,15.0,Retired,2022-10-14T22:54:03
861,Stay Asset,Tools,2025-09-19,44125.92,20.0,Disposed,2022-06-28T04:00:02
862,Always Asset,Tools,2017-04-02,20059.25,5.0,Active,2025-09-03T05:10:30
863,Wife Asset,IT Equipment,2016-02-09,297.24,30.0,Retired,2021-04-16T09:06:12
864,Trip Asset,IT Equipment,2018-01-25,4294.49,10.0,Active,2019-07-05T01:45:02
865,Which Asset,Office Equipment,2021-08-23,61421.76,30.0,Active,2024-06-14T22:57:21
866,Often Asset,Furniture,2015-11-10,45121.76,5.0,Disposed,2017-10-28T04:57:59
867,New Asset,Vehicles,2021-10-22,53733.85,15.0,Disposed,2020-12-21T09:49:45
868,Mrs Asset,Office Equipment,2025-10-27,66871.99,20.0,Disposed,2024-12-19T08:21:22
869,Born Asset,Office Equipment,2018-04-23,46467.27,20.0,Disposed,2023-11-12T11:12:13
870,Attorney Asset,Furniture,2018-11-27,53737.31,15.0,Retired,2018-06-14T06:35:02
871,Scene Asset,Furniture,2020-09-15,949.72,30.0,Active,2021-10-25T11:47:40
872,Could Asset,Furniture,2023-08-18,34145.33,10.0,Retired,2023-10-04T09:46:07
873,Newspaper Asset,Office Equipment,2021-01-31,6406.70,10.0,Disposed,2025-06-09T04:43:03
874,Oil Asset,IT Equipment,2019-07-29,46558.18,5.0,Active,2025-02-18T00:18:41
875,I Asset,Furniture,2020-03-16,58614.80,15.0,Disposed,2025-05-29T18:09:16
876,Three Asset,Tools,2018-06-08,66903.48,20.0,Disposed,2019-08-30T11:56:12
877,Trade Asset,Office Equipment,2022-10-17,79243.55,15.0,Active,2017-12-02T05:13:13
878,To Asset,Tools,2019-10-16,23148.43,15.0,Active,2016-04-20T15:26:02
879,Partner Asset,Furniture,2019-07-02,25660.41,15.0,Disposed,2023-02-13T16:36:07
880,Heart Asset,Office Equipment,2019-03-18,17870.00,5.0,Retired,2017-03-14T12:27:18
881,If Asset,Furniture,2020-12-01,70214.66,15.0,Retired,2017-08-24T15:11:54
882,Get Asset,Tools,2024-03-30,23706.84,15.0,Disposed,2018-07-06T02:28:28
883,Thought Asset,Furniture,2018-05-23,24605.49,25.0,Active,2022-02-16T03:37:36
884,Should Asset,Office Equipment,2017-05-09,53303.58,10.0,Active,2021-12-20T15:33:14
