id,shipment_id,date,carrier,destination,status,created_at
521,SHP-1521,2021-08-06,FedEx,"Andersonview, Antarctica (the territory South of 60 deg S)",Cancelled,2024-07-31T16:17:42
522,SHP-1522,2022-11-07,DHL,"Richardton, Iraq",Cancelled,2023-11-06T13:24:49
523,SHP-1523,2025-09-11,Local Carrier,"Jacksonhaven, Madagascar",Pending,2023-09-28T23:12:06
524,SHP-1524,2024-09-18,Maersk,"New Robert, Costa Rica",Pending,2023-01-15T21:24:04
525,SHP-1525,2023-11-17,Local Carrier,"Allisonmouth, Zimbabwe",Delivered,2022-04-24T02:33:15
526,SHP-1526,2021-05-21,Local Carrier,"West Edward, Libyan Arab Jamahiriya",Pending,2024-10-24T11:06:49
527,SHP-1527,2021-01-16,Maersk,"East Kimberlyside, Aruba",In Transit,2021-03-10T17:18:23
528,SHP-1528,2021-07-10,Local Carrier,"Lambertberg, Venezuela",Cancelled,2023-09-22T07:52:58
529,SHP-1529,2022-07-05,DHL,"Jasonborough, Vanuatu",In Transit,2023-12-04T22:39:43
530,SHP-1530,2023-02-01,FedEx,"Cynthiashire, North Macedonia",Cancelled,2023-05-20T20:21:22
531,SHP-1531,2025-10-07,FedEx,"Gabrielleport, Bulgaria",In Transit,2022-03-07T13:31:14
532,SHP-1532,2023-07-24,FedEx,"Saundersberg, Jordan",In Transit,2023-07-13T17:49:47
533,SHP-1533,2023-01-22,Local Carrier,"Port Laurachester, Australia",Pending,2025-06-13T08:08:35
534,SHP-1534,2023-05-08,DHL,"West Darren, Mauritania",Cancelled,2025-07-18T00:45:33
535,SHP-1535,2020-12-25,UPS,"Allisonberg, Comoros",Cancelled,2025-06-13T16:34:30
536,SHP-1536,2023-05-04,DHL,"North Sara, Cocos (Keeling) Islands",Delivered,2021-07-06T03:34:15
537,SHP-1537,2024-05-10,DHL,"New Evanstad, Russian Federation",In Transit,2024-05-19T12:41:24
538,SHP-1538,2025-08-12,Maersk,"Port Jaredville, Netherlands",Cancelled,2021-01-16T00:16:28
539,SHP-1539,2024-04-01,DHL,"North Steven, Madagascar",In Transit,2020-12-05T10:11:48
540,SHP-1540,2023-10-28,Maersk,"Johnsonberg, Paraguay",In Transit,2024-12-20T20:08:01
541,SHP-1541,2020-11-06,DHL,"South Susanshire, Iraq",Delivered,2023-01-15T10:44:10
542,SHP-1542,2021-06-08,FedEx,"North Amy, Brazil",Delivered,2023-05-05T22:37:20
543,SHP-1543,2021-03-12,FedEx,"Phamtown, Bermuda",In Transit,2023-12-28T19:24:26
544,SHP-1544,2021-02-10,FedEx,"Port William, Dominican Republic",Pending,2023-10-17T22:01:50
545,SHP-1545,2024-09-14,UPS,"North Alexmouth, Macao",Cancelled,2024-11-27T21:57:16
546,SHP-1546,2022-02-08,Maersk,"Lake Shawn, Micronesia",Delivered,2025-06-11T21:59:32
547,SHP-1547,2024-10-30,DHL,"West Gabriela, Togo",Cancelled,2025-10-16T14:12:08
548,SHP-1548,2024-11-02,FedEx,"Nelsonborough, Liechtenstein",Delivered,2025-09-12T03:49:38
549,SHP-1549,2021-10-03,DHL,"Annatown, Peru",Pending,2022-04-03T03:45:22
550,SHP-1550,2024-11-11,UPS,"Port Jacob, Samoa",Cancelled,2022-02-27T12:08:04
551,SHP-1551,2022-12-01,Maersk,"Phillipbury, Saint Lucia",In Transit,2020-11-12T07:47:14
552,SHP-1552,2025-05-23,DHL,"New Debra, Barbados",Cancelled,2022-12-26T16:37:44
553,SHP-1553,2022-03-19,DHL,"North Amyville, Saint Martin",Cancelled,2024-04-03T16:38:50
554,SHP-1554,2023-06-23,Maersk,"Palmerfurt, Andorra",In Transit,2023-02-24T14:24:08
555,SHP-1555,2023-11-23,UPS,"Jaymouth, Dominican Republic",Pending,2020-12-13T08:47:01
556,SHP-1556,2022-03-16,DHL,"Jamieview, Cocos (Keeling) Islands",Pending,2025-10-22T04:28:20
557,SHP-1557,2023-07-19,FedEx,"South Lucasfort, Suriname",In Transit,2023-05-29T07:14:37
558,SHP-1558,2023-12-10,DHL,"Johnbury, Thailand",Delivered,2022-11-27T10:55:47
559,SHP-1559,2020-11-05,DHL,"Goodmanfort, Oman",Delivered,2022-07-08T08:26:54
560,SHP-1560,2021-10-22,Local Carrier,"Davidview, Nepal",In Transit,2021-04-12T00:53:05
561,SHP-1561,2023-04-01,Maersk,"West Charlene, Liechtenstein",In Transit,2023-04-10T07:53:24
562,SHP-1562,2022-11-17,Local Carrier,"South Tinaton, Martinique",Pending,2024-08-13T02:21:38
563,SHP-1563,2021-11-23,DHL,"Pamelaport, Tajikistan",In Transit,2022-10-18T01:06:02
564,SHP-1564,2025-05-25,UPS,"New Lawrence, Oman",Pending,2021-01-23T05:13:33
565,SHP-1565,2021-04-17,Local Carrier,"Jonesmouth, Bangladesh",In Transit,2024-05-03T09:16:08
566,SHP-1566,2023-04-23,Maersk,"Davidhaven, Congo",In Transit,2023-09-20T22:31:05
567,SHP-1567,2025-08-28,Maersk,"New Melissafort, Syrian Arab Republic",Cancelled,2025-03-26T07:27:27
568,SHP-1568,2023-12-20,DHL,"East Charleston, Netherlands",Pending,2021-03-11T21:34:49
569,SHP-1569,2025-09-19,DHL,"New Dennis, Uruguay",Delivered,2023-06-16T08:49:36
570,SHP-1570,2024-03-20,UPS,"West Alex, Aruba",Cancelled,2021-04-23T16:18:03
571,SHP-1571,2024-02-06,Maersk,"New Kevinborough, United Kingdom",Pending,2024-06-04T00:08:23
572,SHP-1572,2022-07-26,UPS,"West David, Vietnam",Pending,2025-07-17T14:51:57
573,SHP-1573,2020-11-08,Maersk,"Elizabethside, Canada",Pending,2022-06-27T22:56:33
574,SHP-1574,2025-01-12,DHL,"West Mary, Chile",Cancelled,2024-12-08T05:44:47
575,SHP-1575,2024-10-18,DHL,"Huertafort, Austria",Pending,2025-01-27T17:26:41
576,SHP-1576,2024-02-09,Maersk,"Kennedyport, Chad",In Transit,2024-07-20T02:36:09
577,SHP-1577,2025-03-21,Local Carrier,"Rachelfort, British Indian Ocean Territory (Chagos Archipelago)",Delivered,2023-01-06T22:37:18
578,SHP-1578,2025-07-16,Local Carrier,"Johnsonport, Saudi Arabia",Pending,2025-02-16T03:32:00
579,SHP-1579,2025-06-19,UPS,"Eduardoview, Yemen",Cancelled,2021-09-13T04:27:16
580,SHP-1580,2023-06-14,Local Carrier,"Lake Jaredland, Denmark",Delivered,2023-05-27T07:32:43
581,SHP-1581,2023-11-27,Maersk,"Lake April, Macao",Pending,2025-08-24T02:29:25
582,SHP-1582,2025-10-24,Maersk,"West Rebeccamouth, Sweden",In Transit,2022-10-26T04:23:41
583,SHP-1583,2022-11-04,Local Carrier,"Bryantfort, Ethiopia",Pending,2024-09-11T10:42:30
584,SHP-1584,2024-06-13,FedEx,"Englishmouth, Czech Republic",Pending,2023-10-13T01:40:04
585,SHP-1585,2021-11-08,DHL,"South Loriland, Peru",Pending,2025-07-07T03:56:37
586,SHP-1586,2023-01-31,FedEx,"Lake Erinmouth, Chad",In Transit,2023-07-25T00:46:29
587,SHP-1587,2024-07-04,UPS,"Lake Melissaburgh, Sri Lanka",Pending,2023-01-13T20:58:24
588,SHP-1588,2023-03-15,Local Carrier,"Landryland, Turks and Caicos Islands",Cancelled,2023-06-20T13:38:41
589,SHP-1589,2024-06-28,Local Carrier,"Julieburgh, Tajikistan",Delivered,2021-11-06T07:25:28
590,SHP-1590,2022-04-28,UPS,"Port Kristiville, Panama",Delivered,2024-07-15T16:36:03
591,SHP-1591,2025-05-23,Maersk,"Deniseborough, Cameroon",Pending,2022-12-27T14:05:01
592,SHP-1592,2022-01-31,Local Carrier,"Grantshire, Samoa",Cancelled,2021-11-03T17:11:24
593,SHP-1593,2024-02-04,Local Carrier,"East Tammy, Timor-Leste",In Transit,2023-07-19T02:22:06
594,SHP-1594,2024-01-05,Maersk,"South Mary, Sudan",Pending,2022-10-04T08:15:05
595,SHP-1595,2022-11-28,FedEx,"Kingberg, Belgium",In Transit,2022-11-24T10:34:55
596,SHP-1596,2021-09-30,DHL,"Bellfort, Bahamas",Cancelled,2025-08-18T04:20:29
597,SHP-1597,2022-11-13,UPS,"New Thomaschester, Heard Island and McDonald Islands",Cancelled,2022-02-28T04:58:06
598,SHP-1598,2024-05-24,FedEx,"Mitchellchester, Armenia",Cancelled,2021-04-10T17:19:29
599,SHP-1599,2021-05-19,DHL,"Jaclynfurt, Equatorial Guinea",Cancelled,2024-06-18T11:30:02
600,SHP-1600,2023-09-18,UPS,"West Cindyshire, Madagascar",Cancelled,2023-07-13T04:33:22
601,SHP-1601,2020-12-30,Maersk,"Lake Jared, Turkmenistan",Pending,2025-07-24T11:02:53
602,SHP-1602,2023-07-20,Maersk,"Port Luisview, Fiji",In Transit,2022-04-21T05:32:09
603,SHP-1603,2025-08-02,FedEx,"Nielsenberg, Algeria",Cancelled,2025-01-19T07:28:30
604,SHP-1604,2024-06-29,FedEx,"East Bryceborough, United States of America",Cancelled,2021-10-05T11:09:05
605,SHP-1605,2022-09-14,Local Carrier,"Michaelfort, Cyprus",In Transit,2021-09-06T10:12:53
606,SHP-1606,2024-01-17,DHL,"South Justinside, Antarctica (the territory South of 60 deg S)",Cancelled,2022-10-23T15:02:35
607,SHP-1607,2024-06-04,Local Carrier,"Williamtown, Gibraltar",Delivered,2024-02-04T06:54:11
608,SHP-1608,2023-01-04,Maersk,"Robertberg, Malaysia",Cancelled,2024-05-15T07:26:21
609,SHP-1609,2025-07-15,Local Carrier,"Port Alexanderport, Yemen",In Transit,2020-11-21T02:27:21
610,SHP-1610,2025-06-26,FedEx,"Solomonstad, Egypt",Pending,2025-06-05T23:47:45
611,SHP-1611,2025-05-05,Maersk,"Lake Melissaberg, India",Delivered,2022-01-11T08:01:56
612,SHP-1612,2025-07-27,UPS,"Baileyfurt, Burkina Faso",Cancelled,2022-04-21T22:52:12
613,SHP-1613,2025-10-29,Maersk,"Alexanderfurt, Vietnam",Cancelled,2024-07-30T18:08:41
614,SHP-1614,2025-03-14,Local Carrier,"Meganville, Philippines",In Transit,2022-02-16T08:40:23
615,SHP-1615,2024-05-27,DHL,"East Sarahshire, Iraq",Cancelled,2021-07-05T05:18:21
616,SHP-1616,2022-08-07,UPS,"Waltonberg, Sudan",Cancelled,2021-09-29T10:36:34
617,SHP-1617,2021-07-28,FedEx,"Jenningsburgh, Mayotte",Cancelled,2021-10-24T17:59:02
618,SHP-1618,2025-04-29,Local Carrier,"North Josefort, Dominican Republic",Pending,2025-02-21T21:46:01
619,SHP-1619,2023-05-07,DHL,"Port Jeremiah, Chad",Delivered,2024-07-12T01:02:56
620,SHP-1620,2022-09-04,DHL,"North Michael, French Guiana",Pending,2021-02-27T04:08:44
621,SHP-1621,2024-04-22,Local Carrier,"Ashleyview, Malawi",Delivered,2021-06-09T06:00:23
622,SHP-1622,2024-07-15,FedEx,"West Keithview, Thailand",In Transit,2021-01-02T09:29:46
623,SHP-1623,2023-07-21,FedEx,"Banksmouth, United States Virgin Islands",Pending,2024-07-24T17:33:01
624,SHP-1624,2025-02-22,FedEx,"East Douglas, Bouvet Island (Bouvetoya)",Pending,2021-06-12T11:53:42
625,SHP-1625,2021-11-24,FedEx,"Oconnellburgh, New Zealand",Delivered,2023-04-23T11:22:01
626,SHP-1626,2023-05-30,UPS,"South Ryan, Armenia",Delivered,2024-06-11T09:46:40
627,SHP-1627,2024-06-16,UPS,"Kingside, Belarus",Cancelled,2023-09-16T14:15:26
628,SHP-1628,2024-02-15,DHL,"Joshuaton, Cote d'Ivoire",In Transit,2024-07-25T16:58:07
629,SHP-1629,2023-02-03,Maersk,"New Eugene, New Caledonia",Pending,2023-08-03T21:30:10
630,SHP-1630,2021-09-08,Maersk,"Thomasburgh, Latvia",Pending,2023-02-22T01:48:36
631,SHP-1631,2022-09-07,Maersk,"Port Richard, Bhutan",Cancelled,2025-05-19T21:00:05
632,SHP-1632,2024-01-04,DHL,"Lake Robin, Uruguay",Cancelled,2022-07-21T15:33:51
633,SHP-1633,2023-04-16,FedEx,"Mathewfurt, Botswana",In Transit,2025-04-01T01:27:33
634,SHP-1634,2022-03-12,UPS,"South Alextown, Luxembourg",In Transit,2023-06-17T10:30:06
635,SHP-1635,2025-02-26,UPS,"Grossfort, Swaziland",Delivered,2021-04-21T09:43:38
636,SHP-1636,2022-01-06,DHL,"Owensburgh, Belarus",Pending,2023-07-06T05:53:46
637,SHP-1637,2024-01-17,FedEx,"Port Christinemouth, Portugal",Pending,2021-07-08T06:34:01
638,SHP-1638,2021-04-07,FedEx,"Lindseyfort, Monaco",In Transit,2020-11-25T11:14:01
639,SHP-1639,2023-06-15,FedEx,"South Kennethtown, San Marino",In Transit,2024-04-30T15:57:15
640,SHP-1640,2025-01-06,Maersk,"Juliehaven, Swaziland",Pending,2024-11-18T19:23:36
641,SHP-1641,2022-07-25,UPS,"Sloanton, Slovenia",Cancelled,2025-09-25T00:47:57
642,SHP-1642,2023-08-31,DHL,"West Aprilbury, Saint Kitts and Nevis",Pending,2025-02-19T09:03:25
643,SHP-1643,2022-09-13,Maersk,"East Johnathan, Vanuatu",Delivered,2024-11-02T04:39:58
644,SHP-1644,2022-08-23,UPS,"Ortizside, Colombia",Delivered,2021-12-16T02:42:17
645,SHP-1645,2025-01-16,FedEx,"Fisherfurt, Wallis and Futuna",Delivered,2024-12-05T20:56:08
646,SHP-1646,2024-11-04,FedEx,"Jacobstown, Cambodia",In Transit,2025-05-13T22:14:12
647,SHP-1647,2023-10-06,DHL,"East Martin, British Virgin Islands",In Transit,2022-06-13T10:02:54
648,SHP-1648,2025-08-26,FedEx,"Kevintown, Bosnia and Herzegovina",Pending,2021-04-09T16:54:34
649,SHP-1649,2024-08-12,UPS,"West Alejandromouth, Barbados",Delivered,2024-08-11T01:41:44
650,SHP-1650,2024-11-03,DHL,"New Courtneyland, Tajikistan",Pending,2025-03-30T05:30:01
651,SHP-1651,2022-01-03,DHL,"Ryanmouth, Vanuatu",Pending,2021-04-04T17:16:31
652,SHP-1652,2025-05-21,DHL,"Maxwellmouth, Mauritania",Cancelled,2022-04-21T23:56:21
653,SHP-1653,2022-01-11,Maersk,"Velezburgh, American Samoa",Delivered,2022-10-30T02:12:43
654,SHP-1654,2021-04-02,UPS,"Lake Jessica, Rwanda",Delivered,2022-11-03T03:31:18
655,SHP-1655,2022-08-08,Local Carrier,"Jilltown, Saint Kitts and Nevis",Cancelled,2024-07-29T16:18:34
656,SHP-1656,2024-08-08,Maersk,"Coxfort, French Polynesia",Delivered,2021-05-20T20:50:32
657,SHP-1657,2021-05-16,UPS,"East Aaron, Kyrgyz Republic",In Transit,2024-07-26T09:22:13
658,SHP-1658,2025-07-01,FedEx,"Pughmouth, India",In Transit,2022-09-07T10:03:23
659,SHP-1659,2022-05-20,DHL,"Meganton, Thailand",Cancelled,2024-04-23T15:46:30
660,SHP-1660,2025-06-24,Maersk,"Port William, Australia",Delivered,2023-01-06T10:56:08
661,SHP-1661,2021-07-07,FedEx,"Melissafort, Trinidad and Tobago",In Transit,2022-01-17T13:49:24
662,SHP-1662,2023-02-02,FedEx,"Amandahaven, Antarctica (the territory South of 60 deg S)",Cancelled,2022-03-05T15:19:23
663,SHP-1663,2024-12-19,Maersk,"Belindaland, Slovakia (Slovak Republic)",In Transit,2023-01-07T02:17:17
664,SHP-1664,2022-12-08,Maersk,"South Paulport, South Africa",In Transit,2025-09-01T09:16:07
665,SHP-1665,2022-07-18,DHL,"Georgeland, Ghana",In Transit,2023-10-26T05:56:32
666,SHP-1666,2021-06-22,Maersk,"Port Darleneberg, Montenegro",Cancelled,2024-01-10T21:35:02
667,SHP-1667,2024-06-21,FedEx,"Bentonberg, Marshall Islands",Pending,2022-06-13T06:51:53
668,SHP-1668,2024-12-24,FedEx,"Austinchester, Gabon",Cancelled,2021-07-15T18:23:26
669,SHP-1669,2024-09-19,UPS,"Port Philiphaven, Serbia",Cancelled,2021-03-16T17:58:59
670,SHP-1670,2022-03-03,Maersk,"Grantburgh, Mayotte",Cancelled,2021-03-23T19:22:05
671,SHP-1671,2022-11-19,FedEx,"Davismouth, Mozambique",Pending,2024-11-15T11:37:18
672,SHP-1672,2021-04-15,UPS,"North Roberttown, South Africa",Cancelled,2024-06-11T05:06:49
673,SHP-1673,2025-05-13,Local Carrier,"Larryside, Sao Tome and Principe",Pending,2024-04-22T05:20:09
674,SHP-1674,2024-09-24,UPS,"East Donnafort, Mongolia",Delivered,2022-04-06T01:45:47
675,SHP-1675,2025-01-28,Local Carrier,"West Jeremyfort, Tunisia",Delivered,2021-09-12T00:12:11
676,SHP-1676,2024-03-19,UPS,"East Lisa, Uzbekistan",Delivered,2023-03-31T15:55:06
677,SHP-1677,2024-08-27,FedEx,"North Billy, Dominican Republic",Cancelled,2025-05-07T17:45:44
678,SHP-1678,2022-12-07,FedEx,"Edwardburgh, Anguilla",Pending,2025-03-01T02:48:01
679,SHP-1679,2024-05-28,UPS,"East Loretta, Honduras",Pending,2024-12-01T07:50:48
680,SHP-1680,2021-05-18,FedEx,"Hayesshire, Argentina",Delivered,2022-09-14T14:38:54
681,SHP-1681,2024-01-21,UPS,"Blackfurt, Antarctica (the territory South of 60 deg S)",Delivered,2025-09-25T21:22:23
682,SHP-1682,2023-11-08,UPS,"New Tylerside, Cocos (Keeling) Islands",In Transit,2022-01-19T05:51:07
683,SHP-1683,2023-11-13,DHL,"Jasonfurt, Congo",Cancelled,2022-02-26T22:23:24
684,SHP-1684,2025-06-11,Maersk,"Lawrenceshire, Cook Islands",Delivered,2025-10-30T08:22:04
685,SHP-1685,2023-05-03,Maersk,"Tracietown, Saudi Arabia",In Transit,2021-11-12T11:19:32
686,SHP-1686,2022-03-25,UPS,"Perkinstown, Sao Tome and Principe",In Transit,2023-10-27T07:53:50
687,SHP-1687,2023-05-23,FedEx,"Brianborough, Jordan",Pending,2021-10-07T18:49:30
688,SHP-1688,2023-02-17,UPS,"Ruizmouth, French Guiana",Pending,2023-08-13T18:30:35
689,SHP-1689,2024-10-02,FedEx,"West Johnshire, Grenada",Delivered,2023-07-09T00:58:53
690,SHP-1690,2025-02-15,Maersk,"Lake Vanessa, Cameroon",Cancelled,2025-10-02T20:17:10
691,SHP-1691,2021-04-25,FedEx,"Youngfort, Cape Verde",In Transit,2021-12-04T21:04:01
692,SHP-1692,2025-07-13,UPS,"Port Emilyfurt, Wallis and Futuna",Cancelled,2025-08-28T19:20:28
693,SHP-1693,2022-01-26,Local Carrier,"Lake Lisa, Dominican Republic",Cancelled,2021-10-31T01:13:58
694,SHP-1694,2021-02-27,Local Carrier,"West Renee, Guernsey",Cancelled,2023-10-04T20:18:44
695,SHP-1695,2021-10-22,Local Carrier,"East Julia, Andorra",In Transit,2024-04-14T04:37:47
696,SHP-1696,2023-12-29,Maersk,"Port Danielland, Belize",Delivered,2021-01-06T00:37:14
697,SHP-1697,2022-07-21,Maersk,"Port Adriana, Martinique",Cancelled,2022-04-20T23:21:28
698,SHP-1698,2025-06-01,UPS,"East Lori, Rwanda",Pending,2024-08-02T04:12:29
699,SHP-1699,2023-08-10,Maersk,"East Kenneth, Benin",Cancelled,2022-06-23T08:16:08
700,SHP-1700,2022-04-09,DHL,"South Davidbury, India",Delivered,2022-06-06T21:13:58
701,SHP-1701,2023-02-11,DHL,"Christinehaven, Austria",Cancelled,2021-10-07T16:52:33
702,SHP-1702,2020-12-26,UPS,"South Jessica, Sudan",Delivered,2023-03-17T21:37:14
703,SHP-1703,2021-06-22,DHL,"Knappview, Korea",Delivered,2023-11-15T03:39:37
704,SHP-1704,2021-07-27,Local Carrier,"Garciaburgh, Kiribati",Pending,2025-07-18T07:58:57
705,SHP-1705,2023-07-21,Maersk,"Michaelborough, Brunei Darussalam",Delivered,2023-06-10T09:57:38
706,SHP-1706,2025-04-24,DHL,"Mariahside, Fiji",Pending,2023-10-04T05:17:54
707,SHP-1707,2022-08-08,FedEx,"East Lisatown, Gibraltar",Cancelled,2025-03-22T19:40:53
708,SHP-1708,2020-12-15,FedEx,"South Kennethton, Solomon Islands",In Transit,2022-01-09T13:43:58
709,SHP-1709,2021-03-22,DHL,"Smithland, Argentina",Cancelled,2025-08-08T19:54:13
710,SHP-1710,2025-09-23,UPS,"North Alecbury, Tokelau",In Transit,2023-04-06T20:44:14
711,SHP-1711,2023-09-13,UPS,"West Morganport, Russian Federation",Pending,2022-04-12T10:00:38
712,SHP-1712,2023-09-30,FedEx,"East Veronica, Greenland",In Transit,2023-12-27T19:14:07
713,SHP-1713,2023-11-13,DHL,"Hopkinsburgh, Finland",In Transit,2023-06-19T10:06:38
714,SHP-1714,2021-01-18,Local Carrier,"Cookhaven, Saint Pierre and Miquelon",In Transit,2023-04-27T07:12:05
715,SHP-1715,2023-05-31,UPS,"Morenoburgh, Bolivia",Pending,2022-09-25T11:17:03
716,SHP-1716,2025-01-25,UPS,"East Carrietown, China",Delivered,2023-03-09T02:48:30
717,SHP-1717,2025-08-12,Maersk,"North David, Bosnia and Herzegovina",Cancelled,2024-05-13T12:02:48
718,SHP-1718,2021-05-10,UPS,"West Terrytown, Tonga",Pending,2023-02-14T13:02:07
719,SHP-1719,2025-08-23,Local Carrier,"Hallchester, Monaco",Pending,2023-06-23T08:03:49
720,SHP-1720,2021-08-18,UPS,"Carlshire, Reunion",Delivered,2021-07-28T17:28:54
721,SHP-1721,2023-07-07,FedEx,"Port Kevinfurt, Moldova",In Transit,2025-07-26T05:48:43
722,SHP-1722,2022-09-07,Maersk,"Pricebury, Gabon",Cancelled,2023-06-21T06:42:58
723,SHP-1723,2024-08-09,DHL,"Port Oscar, Dominican Republic",In Transit,2021-07-13T01:00:21
724,SHP-1724,2025-02-18,UPS,"West Jasonview, Sierra Leone",Delivered,2024-10-18T02:16:43
725,SHP-1725,2022-09-20,FedEx,"Masonland, Iraq",Delivered,2023-12-13T20:18:41
726,SHP-1726,2024-07-26,UPS,"South Cynthia, Palau",Cancelled,2021-08-09T19:46:20
727,SHP-1727,2021-11-20,FedEx,"Brittanychester, French Southern Territories",Cancelled,2025-03-21T23:33:04
728,SHP-1728,2024-10-04,Maersk,"Hudsonchester, Kenya",Cancelled,2022-11-18T03:51:50
729,SHP-1729,2023-12-19,DHL,"Davisberg, Mali",In Transit,2023-07-26T19:27:27
730,SHP-1730,2025-05-12,DHL,"North Jasonbury, El Salvador",In Transit,2021-09-06T19:05:34
731,SHP-1731,2025-08-08,FedEx,"South Ericton, Estonia",Pending,2022-08-19T19:50:37
732,SHP-1732,2021-02-12,FedEx,"Port Autumnmouth, Georgia",Pending,2025-04-30T04:17:24
733,SHP-1733,2022-10-05,UPS,"Port Maureen, Isle of Man",Cancelled,2024-03-29T03:31:56
734,SHP-1734,2021-09-23,UPS,"South Nathan, Honduras",Pending,2023-11-21T22:37:23
735,SHP-1735,2023-07-07,Maersk,"East Brian, Bahrain",Cancelled,2024-02-28T15:46:00
736,SHP-1736,2025-10-22,DHL,"West Matthew, Indonesia",In Transit,2023-01-22T15:05:36
737,SHP-1737,2025-03-24,Local Carrier,"Wellsmouth, Bulgaria",Cancelled,2022-12-10T02:20:08
738,SHP-1738,2025-03-17,DHL,"Mossfurt, Cambodia",Delivered,2023-12-17T15:54:45
739,SHP-1739,2023-03-29,DHL,"Deborahburgh, United States Virgin Islands",Pending,2025-09-17T23:25:07
740,SHP-1740,2025-01-02,Maersk,"North Lindaside, Wallis and Futuna",Delivered,2023-12-30T13:19:28
741,SHP-1741,2023-07-26,Local Carrier,"Port Amanda, Bolivia",Pending,2021-12-24T16:13:16
742,SHP-1742,2024-09-12,FedEx,"Lopezbury, Peru",Cancelled,2024-12-06T19:08:13
743,SHP-1743,2025-09-16,Local Carrier,"Brentside, New Caledonia",Delivered,2025-05-20T11:52:40
744,SHP-1744,2021-12-15,Maersk,"West Donald, Solomon Islands",Delivered,2025-07-13T08:20:54
745,SHP-1745,2020-12-06,Local Carrier,"Erinland, Nepal",Pending,2022-08-06T23:10:07
746,SHP-1746,2025-03-17,Maersk,"Garrettshire, French Polynesia",In Transit,2024-02-21T17:56:53
747,SHP-1747,2024-06-29,FedEx,"New Sarah, Oman",Delivered,2023-07-21T23:26:34
748,SHP-1748,2025-08-16,DHL,"West Mary, Bulgaria",Delivered,2022-11-19T04:21:57
749,SHP-1749,2022-08-08,FedEx,"Dawsonfort, Kenya",Delivered,2022-01-26T05:30:49
750,SHP-1750,2024-02-04,FedEx,"New Timothy, India",Pending,2023-10-15T10:21:03
751,SHP-1751,2025-05-23,UPS,"Lake Tammy, Congo",In Transit,2025-01-17T02:47:43
752,SHP-1752,2023-07-05,Local Carrier,"Tracyton, Kuwait",In Transit,2023-01-03T05:52:32
753,SHP-1753,2022-02-22,UPS,"Gavinshire, Gibraltar",Cancelled,2024-08-26T22:00:10
754,SHP-1754,2024-10-14,FedEx,"Patriciaville, Burkina Faso",In Transit,2022-01-14T21:46:41
755,SHP-1755,2023-01-14,UPS,"East Jennifershire, Portugal",Delivered,2023-03-15T07:19:02
756,SHP-1756,2021-12-28,Local Carrier,"Danielmouth, Sri Lanka",Cancelled,2021-08-07T01:23:13
757,SHP-1757,2021-07-19,UPS,"Andrewbury, Armenia",Cancelled,2020-11-09T05:09:05
758,SHP-1758,2021-03-18,Local Carrier,"Danielfort, Thailand",Cancelled,2025-10-24T16:46:52
759,SHP-1759,2022-10-15,UPS,"Tinaberg, Algeria",In Transit,2021-10-13T16:01:55
760,SHP-1760,2021-12-26,Local Carrier,"Lake Hayley, Thailand",In Transit,2024-10-21T08:59:27
761,SHP-1761,2025-02-03,FedEx,"Kyliehaven, Nicaragua",Cancelled,2023-11-27T15:08:51
762,SHP-1762,2022-01-16,Local Carrier,"Solisburgh, Paraguay",Cancelled,2022-05-28T16:32:23
763,SHP-1763,2021-03-18,UPS,"Port Michael, Andorra",Cancelled,2023-06-02T02:52:36
764,SHP-1764,2020-12-20,DHL,"West Beverlyburgh, Colombia",In Transit,2024-03-15T17:50:08
765,SHP-1765,2024-08-29,Local Carrier,"South Shaneberg, Antarctica (the territory South of 60 deg S)",Cancelled,2021-08-04T14:43:33
766,SHP-1766,2022-03-29,FedEx,"Christinafurt, Guinea",Delivered,2021-11-05T14:58:32
767,SHP-1767,2025-05-07,Maersk,"Lake Margaret, Norfolk Island",Delivered,2024-11-03T18:58:26
768,SHP-1768,2022-07-01,DHL,"Allisonborough, Mozambique",Delivered,2024-12-07T16:24:00
769,SHP-1769,2023-12-31,Maersk,"North Scottborough, Tokelau",Delivered,2025-05-11T13:14:55
770,SHP-1770,2021-01-28,DHL,"Thomasborough, Netherlands Antilles",Delivered,2023-03-04T17:28:49
771,SHP-1771,2024-07-18,Maersk,"Solisstad, Brunei Darussalam",Cancelled,2024-02-29T13:35:14
772,SHP-1772,2021-06-11,Maersk,"East Michael, British Virgin Islands",Delivered,2025-05-02T15:53:28
773,SHP-1773,2022-11-09,Local Carrier,"Cainhaven, Niger",Pending,2021-01-25T17:05:02
774,SHP-1774,2023-01-08,Local Carrier,"Hernandezton, Japan",Delivered,2021-10-29T15:31:12
775,SHP-1775,2022-08-15,Local Carrier,"Port Ethan, Armenia",Pending,2022-12-25T16:15:35
776,SHP-1776,2020-12-06,FedEx,"South Charlesport, Malawi",Delivered,2024-04-12T11:20:17
777,SHP-1777,2021-06-15,FedEx,"Annettefort, Congo",In Transit,2024-09-23T15:10:59
778,SHP-1778,2021-01-07,UPS,"Colemanburgh, Nepal",Pending,2022-04-16T17:53:18
779,SHP-1779,2025-05-07,Maersk,"Wilsontown, Togo",Cancelled,2023-12-25T05:28:18
780,SHP-1780,2022-06-02,Maersk,"Williamsfurt, Zimbabwe",Delivered,2021-05-25T01:47:12
781,SHP-1781,2021-03-06,DHL,"Thomasberg, Italy",Cancelled,2025-07-16T21:50:50
