id,name,payload,created_at
1019,Forecast 1019,"{""forecast_id"": ""FCAST-1019"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44584.68, 5886.76, 5083.4, 5905.74, 39166.55, 47128.79]}], ""meta"": {""created_by"": ""Richard Brooks"", ""notes"": ""Myself movie television style six center none.""}}",2025-08-04T21:30:35
1020,Forecast 1020,"{""forecast_id"": ""FCAST-1020"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5642.98, 49327.73, 1935.73, 17098.16, 15451.66, 47179.04]}], ""meta"": {""created_by"": ""Michael Reed"", ""notes"": ""Produce maintain imagine wear raise notice.""}}",2024-12-27T16:40:31
1021,Forecast 1021,"{""forecast_id"": ""FCAST-1021"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34416.88, 3645.19, 35432.16, 9241.31, 2165.86, 36137.25]}], ""meta"": {""created_by"": ""Michael White"", ""notes"": ""Address book run deep while field.""}}",2025-02-22T20:23:01
1022,Forecast 1022,"{""forecast_id"": ""FCAST-1022"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19176.5, 12456.58, 41061.06, 46676.21, 35233.0, 5074.73]}], ""meta"": {""created_by"": ""Christina Nixon"", ""notes"": ""Exist prepare ahead arm.""}}",2023-11-26T17:05:00
1023,Forecast 1023,"{""forecast_id"": ""FCAST-1023"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9679.2, 1031.85, 5051.96, 7626.43, 22449.13, 16373.6]}], ""meta"": {""created_by"": ""Diane King"", ""notes"": ""Add art black road.""}}",2024-02-12T20:29:56
1024,Forecast 1024,"{""forecast_id"": ""FCAST-1024"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39900.43, 28728.63, 43724.22, 3916.53, 8737.53, 21466.36]}], ""meta"": {""created_by"": ""Katie Francis"", ""notes"": ""Suggest claim beyond parent simply understand able.""}}",2025-09-13T03:52:31
1025,Forecast 1025,"{""forecast_id"": ""FCAST-1025"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [40810.35, 46029.67, 4868.06, 6438.7, 11515.34, 36254.24]}], ""meta"": {""created_by"": ""Karen Williams"", ""notes"": ""Dream similar during share nothing amount.""}}",2024-03-29T20:02:18
1026,Forecast 1026,"{""forecast_id"": ""FCAST-1026"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9971.55, 44046.88, 48364.01, 33079.14, 34633.29, 13721.85]}], ""meta"": {""created_by"": ""Elizabeth Wilson"", ""notes"": ""Citizen off summer education.""}}",2025-07-31T22:02:52
1027,Forecast 1027,"{""forecast_id"": ""FCAST-1027"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [32052.11, 31264.13, 2567.54, 14843.46, 47837.22, 25123.32]}], ""meta"": {""created_by"": ""Shane Pearson"", ""notes"": ""Wonder movement director support.""}}",2025-09-15T08:46:26
1028,Forecast 1028,"{""forecast_id"": ""FCAST-1028"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38484.26, 35505.04, 42381.72, 23721.08, 27986.48, 46606.77]}], ""meta"": {""created_by"": ""Donna Miller"", ""notes"": ""Use impact nature training something.""}}",2024-04-04T05:11:54
1029,Forecast 1029,"{""forecast_id"": ""FCAST-1029"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [35706.55, 29904.47, 18941.72, 2374.47, 12299.38, 37798.81]}], ""meta"": {""created_by"": ""Ashley Williams"", ""notes"": ""Difference worry why must property area door.""}}",2024-04-09T05:53:15
1030,Forecast 1030,"{""forecast_id"": ""FCAST-1030"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4222.38, 1476.41, 20240.85, 47912.24, 31479.99, 48521.9]}], ""meta"": {""created_by"": ""Julia Mcknight"", ""notes"": ""Site bed child discover full early.""}}",2025-07-15T06:58:40
1031,Forecast 1031,"{""forecast_id"": ""FCAST-1031"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38870.21, 1598.04, 34811.44, 29369.93, 1147.21, 18062.28]}], ""meta"": {""created_by"": ""Brittney Clark"", ""notes"": ""West person management then PM mother can remember.""}}",2025-08-22T10:24:07
1032,Forecast 1032,"{""forecast_id"": ""FCAST-1032"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46946.7, 44036.06, 21992.0, 25817.63, 35237.75, 38255.54]}], ""meta"": {""created_by"": ""Amanda Foley"", ""notes"": ""Head firm interest month.""}}",2024-10-25T03:02:46
1033,Forecast 1033,"{""forecast_id"": ""FCAST-1033"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4156.06, 27595.29, 31716.19, 45583.01, 47815.18, 49533.8]}], ""meta"": {""created_by"": ""Lindsay Davis"", ""notes"": ""Class throughout might agree single skill source.""}}",2024-05-17T04:00:34
1034,Forecast 1034,"{""forecast_id"": ""FCAST-1034"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [17503.73, 31153.31, 44703.44, 48032.37, 18599.53, 38238.29]}], ""meta"": {""created_by"": ""Kevin Bond"", ""notes"": ""Happy century check young job stop figure.""}}",2024-01-04T11:43:09
1035,Forecast 1035,"{""forecast_id"": ""FCAST-1035"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12937.92, 19316.19, 28787.03, 8178.89, 18705.95, 4462.42]}], ""meta"": {""created_by"": ""Scott Woods"", ""notes"": ""Relationship product bill war authority.""}}",2023-11-23T11:28:20
1036,Forecast 1036,"{""forecast_id"": ""FCAST-1036"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3906.92, 48223.95, 28900.33, 29302.84, 32562.14, 20491.39]}], ""meta"": {""created_by"": ""Jeremy Smith"", ""notes"": ""Political without hand clearly some animal happen.""}}",2025-09-06T02:51:58
1037,Forecast 1037,"{""forecast_id"": ""FCAST-1037"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21995.19, 45786.35, 41388.14, 3880.7, 27790.03, 36139.31]}], ""meta"": {""created_by"": ""Tammy Black"", ""notes"": ""Measure health customer television various.""}}",2024-11-10T02:06:41
1038,Forecast 1038,"{""forecast_id"": ""FCAST-1038"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24397.53, 3160.35, 35077.14, 12840.16, 24470.12, 14085.74]}], ""meta"": {""created_by"": ""Aaron Richardson"", ""notes"": ""How college hold nice.""}}",2024-07-01T09:29:12
1039,Forecast 1039,"{""forecast_id"": ""FCAST-1039"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34330.69, 36116.17, 47864.42, 33448.41, 28943.52, 15159.83]}], ""meta"": {""created_by"": ""Kristopher Thomas"", ""notes"": ""Director argue live partner.""}}",2025-02-20T02:24:17
1040,Forecast 1040,"{""forecast_id"": ""FCAST-1040"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29471.61, 48195.83, 19373.46, 12026.39, 1136.18, 25048.05]}], ""meta"": {""created_by"": ""Karen Anderson"", ""notes"": ""Place person cultural stop democratic visit civil.""}}",2025-05-28T16:40:04
1041,Forecast 1041,"{""forecast_id"": ""FCAST-1041"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19471.87, 42555.25, 8701.6, 17076.49, 11680.34, 32011.27]}], ""meta"": {""created_by"": ""John Ortiz"", ""notes"": ""Ever head chance next hold box meet listen.""}}",2024-09-12T02:12:46
1042,Forecast 1042,"{""forecast_id"": ""FCAST-1042"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41593.67, 4571.05, 11413.31, 19594.66, 13500.09, 45043.35]}], ""meta"": {""created_by"": ""Christopher Anderson MD"", ""notes"": ""Exist necessary about matter go sense report.""}}",2024-08-11T20:10:57
1043,Forecast 1043,"{""forecast_id"": ""FCAST-1043"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9998.6, 6182.63, 27324.71, 10004.74, 3996.27, 10151.74]}], ""meta"": {""created_by"": ""Christopher Martinez"", ""notes"": ""Audience interesting enjoy that music age ahead.""}}",2024-12-19T13:16:02
1044,Forecast 1044,"{""forecast_id"": ""FCAST-1044"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47404.22, 35420.37, 8323.13, 39674.56, 16078.05, 42944.56]}], ""meta"": {""created_by"": ""Joshua Kidd"", ""notes"": ""If best meeting peace time.""}}",2024-01-18T12:26:50
1045,Forecast 1045,"{""forecast_id"": ""FCAST-1045"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4417.46, 37124.21, 2565.47, 2951.86, 44856.48, 21665.99]}], ""meta"": {""created_by"": ""Gregory Watson"", ""notes"": ""Policy nearly develop view.""}}",2025-03-29T08:57:56
1046,Forecast 1046,"{""forecast_id"": ""FCAST-1046"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34161.58, 18452.31, 1275.31, 38450.97, 27509.68, 45762.7]}], ""meta"": {""created_by"": ""Judy Ortiz"", ""notes"": ""Particularly program wife significant room cut score.""}}",2024-11-02T11:34:28
1047,Forecast 1047,"{""forecast_id"": ""FCAST-1047"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26011.4, 12905.81, 8421.87, 45239.79, 5330.93, 20236.52]}], ""meta"": {""created_by"": ""Hunter Cobb"", ""notes"": ""Nothing bar understand stage left.""}}",2024-02-28T23:52:46
1048,Forecast 1048,"{""forecast_id"": ""FCAST-1048"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [11777.26, 7667.97, 46448.4, 14797.9, 34238.58, 47926.7]}], ""meta"": {""created_by"": ""Andrea Flores"", ""notes"": ""Individual adult property wait sit.""}}",2024-05-27T02:24:34
1049,Forecast 1049,"{""forecast_id"": ""FCAST-1049"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46252.95, 23370.39, 37957.62, 49805.1, 28267.69, 49119.06]}], ""meta"": {""created_by"": ""Teresa May"", ""notes"": ""Develop turn note.""}}",2023-12-28T18:45:57
1050,Forecast 1050,"{""forecast_id"": ""FCAST-1050"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [23106.23, 43003.28, 43174.48, 5298.62, 30077.54, 30086.24]}], ""meta"": {""created_by"": ""Emily Greene"", ""notes"": ""Also agent shoulder tree religious next skin.""}}",2024-02-06T07:04:08
1051,Forecast 1051,"{""forecast_id"": ""FCAST-1051"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21751.39, 9206.87, 3274.88, 47709.31, 12773.2, 33880.79]}], ""meta"": {""created_by"": ""Timothy Campbell"", ""notes"": ""Worry little remember great remain statement head matter.""}}",2025-01-13T14:11:37
1052,Forecast 1052,"{""forecast_id"": ""FCAST-1052"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44232.96, 40069.64, 44352.47, 7931.8, 19132.16, 26512.38]}], ""meta"": {""created_by"": ""Norma Thompson"", ""notes"": ""Foreign produce sure control recent human.""}}",2025-03-15T14:31:19
1053,Forecast 1053,"{""forecast_id"": ""FCAST-1053"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4809.15, 23635.24, 23705.0, 2208.54, 30196.05, 1053.77]}], ""meta"": {""created_by"": ""Michelle Briggs"", ""notes"": ""Light nation the but avoid candidate PM.""}}",2025-02-12T12:09:24
1054,Forecast 1054,"{""forecast_id"": ""FCAST-1054"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22800.97, 5450.87, 17868.36, 8943.03, 35971.02, 27985.81]}], ""meta"": {""created_by"": ""Maria Curtis"", ""notes"": ""Billion give measure wait church political situation.""}}",2024-04-28T02:12:10
1055,Forecast 1055,"{""forecast_id"": ""FCAST-1055"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9865.69, 22141.01, 47914.33, 5849.76, 39967.82, 36552.3]}], ""meta"": {""created_by"": ""Leslie Blair"", ""notes"": ""Process suggest area wear experience face.""}}",2024-05-17T05:50:00
1056,Forecast 1056,"{""forecast_id"": ""FCAST-1056"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9374.92, 18276.01, 45608.9, 39498.14, 26590.44, 45583.18]}], ""meta"": {""created_by"": ""Richard Frank"", ""notes"": ""Successful interview somebody.""}}",2023-12-16T10:13:44
1057,Forecast 1057,"{""forecast_id"": ""FCAST-1057"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36416.68, 34633.38, 28711.63, 22253.01, 38867.33, 25653.51]}], ""meta"": {""created_by"": ""Paul Benson"", ""notes"": ""Focus movie people reach lead third.""}}",2024-11-14T21:09:10
1058,Forecast 1058,"{""forecast_id"": ""FCAST-1058"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [11360.36, 19199.99, 27961.67, 4996.1, 29838.52, 16334.42]}], ""meta"": {""created_by"": ""Gabriel Bryant"", ""notes"": ""Baby address hear possible always feel young.""}}",2024-03-09T05:14:38
1059,Forecast 1059,"{""forecast_id"": ""FCAST-1059"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37731.61, 34823.1, 24051.81, 35494.91, 5615.62, 28244.64]}], ""meta"": {""created_by"": ""Dillon Riley"", ""notes"": ""Make goal tree foot.""}}",2024-10-19T22:40:33
1060,Forecast 1060,"{""forecast_id"": ""FCAST-1060"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3178.4, 3466.85, 49628.35, 17643.8, 12580.33, 27213.92]}], ""meta"": {""created_by"": ""Michelle Webb"", ""notes"": ""Only Republican indicate lot.""}}",2025-10-24T01:20:46
1061,Forecast 1061,"{""forecast_id"": ""FCAST-1061"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [40606.5, 30589.82, 11581.41, 27826.96, 19396.45, 47187.64]}], ""meta"": {""created_by"": ""Kim Moon DVM"", ""notes"": ""Where wish itself part who.""}}",2024-07-29T13:01:35
1062,Forecast 1062,"{""forecast_id"": ""FCAST-1062"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [25917.5, 29512.34, 45061.52, 40381.59, 14529.44, 48110.8]}], ""meta"": {""created_by"": ""Jacob Smith"", ""notes"": ""Security throw design age at customer system those.""}}",2023-12-05T00:33:16
1063,Forecast 1063,"{""forecast_id"": ""FCAST-1063"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16238.6, 3617.6, 5702.75, 26181.77, 9237.95, 37945.64]}], ""meta"": {""created_by"": ""George Galloway"", ""notes"": ""Available nice couple exist.""}}",2023-11-18T18:34:51
1064,Forecast 1064,"{""forecast_id"": ""FCAST-1064"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8963.17, 3644.74, 28008.79, 31137.05, 27296.07, 31638.33]}], ""meta"": {""created_by"": ""Bonnie Nelson"", ""notes"": ""Act difference worker model strategy.""}}",2025-03-11T14:27:25
1065,Forecast 1065,"{""forecast_id"": ""FCAST-1065"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [42095.45, 12203.28, 33461.78, 8618.87, 13346.14, 14593.79]}], ""meta"": {""created_by"": ""Mariah Mcintosh"", ""notes"": ""American cell begin nothing cell up step support.""}}",2024-01-04T00:00:42
1066,Forecast 1066,"{""forecast_id"": ""FCAST-1066"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24876.46, 14659.3, 11359.7, 7452.28, 37716.0, 26720.13]}], ""meta"": {""created_by"": ""James Miller"", ""notes"": ""Case it president local system successful than.""}}",2025-06-09T17:06:07
1067,Forecast 1067,"{""forecast_id"": ""FCAST-1067"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6375.61, 21651.55, 47720.83, 18635.18, 30519.73, 10617.87]}], ""meta"": {""created_by"": ""Stephanie Singh"", ""notes"": ""Place fact music great speak.""}}",2024-01-19T23:01:05
1068,Forecast 1068,"{""forecast_id"": ""FCAST-1068"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [1500.19, 7200.12, 31737.84, 1639.24, 2769.67, 11185.02]}], ""meta"": {""created_by"": ""Misty Burton"", ""notes"": ""Develop possible life real north might she.""}}",2024-11-30T04:34:13
1069,Forecast 1069,"{""forecast_id"": ""FCAST-1069"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3484.68, 46918.13, 35098.05, 11731.86, 7428.83, 36130.04]}], ""meta"": {""created_by"": ""Ms. Chelsea Graham"", ""notes"": ""Result important defense let around all create.""}}",2025-04-27T18:28:41
1070,Forecast 1070,"{""forecast_id"": ""FCAST-1070"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [25403.32, 42673.84, 7232.41, 43914.72, 12941.26, 36174.76]}], ""meta"": {""created_by"": ""Steven Anderson"", ""notes"": ""Across thousand radio final letter world.""}}",2025-10-10T23:01:13
1071,Forecast 1071,"{""forecast_id"": ""FCAST-1071"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [3030.01, 39065.46, 7401.5, 5583.32, 17437.79, 3304.71]}], ""meta"": {""created_by"": ""Vincent Bell"", ""notes"": ""Place might sign order area tree weight.""}}",2025-08-14T23:18:10
1072,Forecast 1072,"{""forecast_id"": ""FCAST-1072"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [13419.82, 10655.03, 34426.91, 41419.04, 17877.28, 39859.31]}], ""meta"": {""created_by"": ""Lisa Horn"", ""notes"": ""Medical note physical arrive leave she.""}}",2025-02-07T10:20:54
1073,Forecast 1073,"{""forecast_id"": ""FCAST-1073"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12309.65, 41580.66, 23388.98, 18437.09, 45251.57, 5701.74]}], ""meta"": {""created_by"": ""Sierra Greene"", ""notes"": ""Shake ground money design.""}}",2024-05-18T08:39:27
1074,Forecast 1074,"{""forecast_id"": ""FCAST-1074"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [27326.18, 7468.94, 4480.85, 2122.97, 8933.06, 30312.53]}], ""meta"": {""created_by"": ""David Edwards"", ""notes"": ""Let main than begin most soldier.""}}",2025-02-03T04:28:51
1075,Forecast 1075,"{""forecast_id"": ""FCAST-1075"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21369.82, 44289.56, 34603.6, 37372.52, 24014.15, 19527.89]}], ""meta"": {""created_by"": ""Wayne Lewis"", ""notes"": ""Political compare when past including society standard.""}}",2024-01-16T18:57:52
1076,Forecast 1076,"{""forecast_id"": ""FCAST-1076"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [30797.8, 43169.43, 8796.95, 37704.63, 27013.41, 6847.25]}], ""meta"": {""created_by"": ""Leslie Rodriguez"", ""notes"": ""Too break career.""}}",2025-01-08T19:25:24
1077,Forecast 1077,"{""forecast_id"": ""FCAST-1077"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39472.75, 13919.86, 42265.2, 37351.83, 41237.72, 4277.16]}], ""meta"": {""created_by"": ""Rebecca Morgan"", ""notes"": ""Run push design support usually what agent nearly.""}}",2025-08-05T08:15:40
1078,Forecast 1078,"{""forecast_id"": ""FCAST-1078"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19967.87, 8947.92, 28806.97, 40271.46, 10948.18, 6807.26]}], ""meta"": {""created_by"": ""Christopher Miller"", ""notes"": ""Research yourself including issue one.""}}",2025-10-11T14:05:22
1079,Forecast 1079,"{""forecast_id"": ""FCAST-1079"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24855.55, 25553.27, 18977.73, 28301.82, 19060.15, 42220.69]}], ""meta"": {""created_by"": ""Eric Good"", ""notes"": ""Standard perhaps reason point win business party.""}}",2025-03-09T12:54:49
1080,Forecast 1080,"{""forecast_id"": ""FCAST-1080"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [42230.3, 45463.15, 23564.72, 37904.0, 44655.31, 19775.07]}], ""meta"": {""created_by"": ""Lindsey Vasquez"", ""notes"": ""Ball right how sell newspaper lead decade.""}}",2024-08-08T02:07:40
1081,Forecast 1081,"{""forecast_id"": ""FCAST-1081"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [35320.88, 46563.22, 5121.52, 26095.1, 20292.1, 18721.85]}], ""meta"": {""created_by"": ""Judy Huff"", ""notes"": ""Region community box road forward on play.""}}",2025-05-23T01:23:02
1082,Forecast 1082,"{""forecast_id"": ""FCAST-1082"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15856.64, 15060.05, 38390.29, 13482.05, 33145.33, 22607.79]}], ""meta"": {""created_by"": ""Jason Stafford"", ""notes"": ""Measure design easy Congress figure land soon.""}}",2025-05-12T13:04:51
1083,Forecast 1083,"{""forecast_id"": ""FCAST-1083"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22142.77, 49005.13, 34558.03, 30628.3, 10239.66, 12011.27]}], ""meta"": {""created_by"": ""Kaitlin White"", ""notes"": ""Should story move.""}}",2025-10-22T11:41:29
1084,Forecast 1084,"{""forecast_id"": ""FCAST-1084"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21424.78, 1418.27, 32713.94, 19469.51, 23227.15, 7344.31]}], ""meta"": {""created_by"": ""William Ford"", ""notes"": ""Face country speech president sit we loss.""}}",2024-05-13T08:40:15
1085,Forecast 1085,"{""forecast_id"": ""FCAST-1085"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9278.22, 7599.79, 44221.15, 6756.09, 15480.37, 8196.04]}], ""meta"": {""created_by"": ""Megan Potts"", ""notes"": ""Message night call section become spring about.""}}",2025-01-14T23:19:02
1086,Forecast 1086,"{""forecast_id"": ""FCAST-1086"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [11605.67, 21135.85, 7734.83, 41608.68, 17832.61, 33072.76]}], ""meta"": {""created_by"": ""Angel Ramos"", ""notes"": ""Million black prepare baby quickly.""}}",2024-07-09T04:58:19
1087,Forecast 1087,"{""forecast_id"": ""FCAST-1087"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [35075.89, 14061.2, 8413.97, 34279.71, 42657.37, 32175.38]}], ""meta"": {""created_by"": ""Jeffrey Bryant"", ""notes"": ""Easy show teacher here past sport would.""}}",2023-11-05T01:18:13
1088,Forecast 1088,"{""forecast_id"": ""FCAST-1088"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47793.03, 27156.25, 25156.62, 49330.11, 47568.18, 31267.26]}], ""meta"": {""created_by"": ""Kenneth Jones"", ""notes"": ""Way what become college.""}}",2025-09-01T05:00:03
1089,Forecast 1089,"{""forecast_id"": ""FCAST-1089"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37255.36, 46584.95, 8228.43, 12765.0, 16245.61, 41212.37]}], ""meta"": {""created_by"": ""Jonathan Hudson"", ""notes"": ""Improve kind building I.""}}",2024-02-23T12:34:09
